usuario,filme,nota
Critico_Equilibrado_094,Miami Blues (1990),4.5
Critico_Equilibrado_094,Andrei Rublev (Andrey Rublyov) (1969),3.0
Critico_Equilibrado_094,Splash (1984),3.5
Critico_Equilibrado_094,Steve Jobs (2015),3.5
Critico_Equilibrado_094,Indiscreet (1958),3.5
Critico_Equilibrado_094,Star Trek II: The Wrath of Khan (1982),3.5
Critico_Equilibrado_094,Betsy's Wedding (1990),3.5
Critico_Equilibrado_094,Paradise (1982),3.5
Critico_Equilibrado_094,"Color Purple, The (1985)",3.5
Critico_Equilibrado_094,Drugstore Cowboy (1989),3.5
Critico_Equilibrado_095,Cocktail (1988),3.0
Critico_Equilibrado_095,Maelström (2000),4.0
Critico_Equilibrado_095,Comme un chef (2012),3.5
Critico_Equilibrado_095,There's Something About Mary (1998),4.5
Critico_Equilibrado_095,Ernest Rides Again (1993),4.0
Critico_Equilibrado_095,Death on the Nile (1978),3.5
Critico_Equilibrado_095,The Wolfpack (2015),4.0
Critico_Equilibrado_095,Arthur (2011),3.0
Critico_Equilibrado_095,Ant-Man and the Wasp (2018),3.5
Critico_Equilibrado_095,Divergent (2014),4.0
Critico_Equilibrado_095,Jurassic Park (1993),3.5
Critico_Equilibrado_095,Dirty 30 (2016),3.5
Critico_Equilibrado_095,Native Son (1986),4.5
Critico_Equilibrado_095,Agent Cody Banks 2: Destination London (2004),3.5
Critico_Equilibrado_095,Hipsters (Stilyagi) (2008),3.5
Critico_Equilibrado_095,It Could Happen to You (1994),3.0
Critico_Equilibrado_095,Wallace & Gromit: A Close Shave (1995),3.0
Critico_Equilibrado_095,Chinese Box (1997),3.0
Critico_Equilibrado_095,Cloak & Dagger (1984),3.0
Critico_Equilibrado_095,Hair (1979),2.5
Critico_Equilibrado_095,All the Pretty Horses (2000),2.5
Critico_Equilibrado_095,"Seeker: The Dark Is Rising, The (2007)",4.0
Critico_Equilibrado_095,"Spirit, The (2008)",3.0
Critico_Equilibrado_095,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),4.0
Critico_Equilibrado_095,Body of Evidence (1993),3.5
Critico_Equilibrado_095,Red Hill (2010),3.5
Critico_Equilibrado_095,Threesome (1994),3.0
Critico_Equilibrado_095,Navy Seals (1990),3.0
Critico_Equilibrado_095,"Replacement Killers, The (1998)",3.0
Critico_Equilibrado_095,The Girl with All the Gifts (2016),4.0
Critico_Equilibrado_096,Ali Wong: Baby Cobra (2016),3.5
Critico_Equilibrado_096,Captain Ron (1992),3.5
Critico_Equilibrado_096,Brainstorm (2001),3.0
Critico_Equilibrado_096,How to Marry a Millionaire (1953),3.5
Critico_Equilibrado_096,Metal: A Headbanger's Journey (2005),3.5
Critico_Equilibrado_096,Gone Fishin' (1997),3.5
Critico_Equilibrado_096,"Expendables 2, The (2012)",4.0
Critico_Equilibrado_096,Madame Bovary (1991),3.0
Critico_Equilibrado_096,Aeon Flux (2005),3.0
Critico_Equilibrado_096,Leprechaun 3 (1995),3.0
Critico_Equilibrado_096,Playing the Victim (Izobrazhaya zhertvu) (2006),3.0
Critico_Equilibrado_096,Even the Rain (También la lluvia) (2010),3.5
Critico_Equilibrado_096,Night Flier (1997),3.0
Critico_Equilibrado_096,Sinbad: Legend of the Seven Seas (2003),3.5
Critico_Equilibrado_096,Children of Men (2006),3.5
Critico_Equilibrado_096,"Wiz, The (1978)",3.5
Critico_Equilibrado_096,Terminator 3: Rise of the Machines (2003),3.0
Critico_Equilibrado_096,Rock Star (2001),3.0
Critico_Equilibrado_096,K-19: The Widowmaker (2002),3.0
Critico_Equilibrado_096,"Three Musketeers, The (1948)",3.0
Critico_Equilibrado_096,Coherence (2013),3.5
Critico_Equilibrado_096,May (2002),3.5
Critico_Equilibrado_096,Rescue Dawn (2006),3.0
Critico_Equilibrado_096,Henry Fool (1997),3.5
Critico_Equilibrado_096,South Park: Imaginationland (2008),2.5
Critico_Equilibrado_096,Sneakers (1992),4.5
Critico_Equilibrado_096,Freejack (1992),3.0
Critico_Equilibrado_096,Brick Mansions (2014),3.5
Critico_Equilibrado_096,Return to Sender (2015),3.5
Critico_Equilibrado_096,Duel in the Sun (1946),3.5
Critico_Equilibrado_097,Pearl Harbor (2001),4.0
Critico_Equilibrado_097,Bad Asses on the Bayou (2015),3.5
Critico_Equilibrado_097,My Boyfriend's Back (1993),3.5
Critico_Equilibrado_097,Golden Door (Nuovomondo) (2006),4.0
Critico_Equilibrado_097,Killer Movie (2008),2.5
Critico_Equilibrado_097,"Hunchback of Notre Dame, The (1939)",3.5
Critico_Equilibrado_097,The Dark Tower (2017),4.0
Critico_Equilibrado_097,Chicken Run (2000),3.5
Critico_Equilibrado_097,Excess Baggage (1997),3.5
Critico_Equilibrado_097,Spy Game (2001),3.5
Critico_Equilibrado_097,"Children's Hour, The (1961)",4.5
Critico_Equilibrado_097,Sex and Lucia (Lucía y el sexo) (2001),3.5
Critico_Equilibrado_097,"Dark Crystal, The (1982)",3.0
Critico_Equilibrado_097,Trick 'r Treat (2007),4.0
Critico_Equilibrado_097,What Women Want (2000),4.0
Critico_Equilibrado_097,Focus (2015),4.0
Critico_Equilibrado_097,Mortal Thoughts (1991),4.5
Critico_Equilibrado_097,Slasher (2004),3.0
Critico_Equilibrado_097,"Tall Man, The (2012)",4.0
Critico_Equilibrado_097,My Girl (1991),3.0
Critico_Equilibrado_097,'Til There Was You (1997),4.0
Critico_Equilibrado_097,"Caveman's Valentine, The (2001)",3.5
Critico_Equilibrado_097,Underneath (1995),3.0
Critico_Equilibrado_097,Talladega Nights: The Ballad of Ricky Bobby (2006),3.0
Critico_Equilibrado_097,Eye See You (D-Tox) (2002),3.0
Critico_Equilibrado_097,Santa Claus: The Movie (1985),4.0
Critico_Equilibrado_097,Cocoon: The Return (1988),4.0
Critico_Equilibrado_097,Moby Dick (1956),3.0
Critico_Equilibrado_097,"Mighty Heart, A (2007)",3.0
Critico_Equilibrado_097,"Mighty Wind, A (2003)",4.0
Critico_Equilibrado_098,Into the Blue (2005),4.0
Critico_Equilibrado_098,I Am Trying to Break Your Heart (2002),3.5
Critico_Equilibrado_098,"Night at the Roxbury, A (1998)",3.5
Critico_Equilibrado_098,Irreversible (Irréversible) (2002),2.5
Critico_Equilibrado_098,Ace Ventura: Pet Detective (1994),4.5
Critico_Equilibrado_098,Ravenous (1999),3.0
Critico_Equilibrado_098,Avalanche (1978),4.5
Critico_Equilibrado_098,"Specialist, The (1994)",4.0
Critico_Equilibrado_098,"Fuck You, Goethe (Fack Ju Göhte) (2013)",4.0
Critico_Equilibrado_098,Stepmom (1998),3.5
Critico_Equilibrado_098,King of Hearts (1966),3.5
Critico_Equilibrado_098,My Life Without Me (2003),4.0
Critico_Equilibrado_098,Gold Diggers of 1935 (1935),3.5
Critico_Equilibrado_098,Joyful Noise (2012),3.5
Critico_Equilibrado_098,Metro (1997),4.0
Critico_Equilibrado_098,When We First Met (2018),3.5
Critico_Equilibrado_098,Lost and Delirious (2001),4.0
Critico_Equilibrado_098,Stand by Me (1986),3.5
Critico_Equilibrado_098,My Boss's Daughter (2003),3.0
Critico_Equilibrado_098,Malibu's Most Wanted (2003),3.5
Critico_Equilibrado_098,"Stoning of Soraya M., The (2008)",4.0
Critico_Equilibrado_098,"Day of the Jackal, The (1973)",3.5
Critico_Equilibrado_098,Lilya 4-Ever (Lilja 4-ever) (2002),2.5
Critico_Equilibrado_098,All the Pretty Horses (2000),3.5
Critico_Equilibrado_098,Starman (1984),4.5
Critico_Equilibrado_098,Nirvana (1997),3.5
Critico_Equilibrado_098,Haunted Honeymoon (1986),3.0
Critico_Equilibrado_098,Universal Soldier: The Return (1999),3.0
Critico_Equilibrado_098,Rounders (1998),4.0
Critico_Equilibrado_098,Evelyn (2002),3.5
Critico_Equilibrado_099,G.B.F. (2013),3.5
Critico_Equilibrado_099,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),4.0
Critico_Equilibrado_099,"Man for All Seasons, A (1966)",2.5
Critico_Equilibrado_099,Ice Age 4: Continental Drift (2012),3.0
Critico_Equilibrado_099,Zulu (1964),4.0
Critico_Equilibrado_099,Dracula (Bram Stoker's Dracula) (1992),4.0
Critico_Equilibrado_099,Resolution (2012),4.0
Critico_Equilibrado_099,"Kids Are All Right, The (2010)",4.0
Critico_Equilibrado_099,Spun (2001),3.0
Critico_Equilibrado_099,Hollywood Shuffle (1987),2.0
Critico_Equilibrado_099,Another Woman (1988),4.0
Critico_Equilibrado_099,U.S. Marshals (1998),3.0
Critico_Equilibrado_099,Dial M for Murder (1954),3.5
Critico_Equilibrado_099,Mediterraneo (1991),3.5
Critico_Equilibrado_099,Human Planet (2011),4.0
Critico_Equilibrado_099,O.J.: Made in America (2016),3.0
Critico_Equilibrado_099,"People Under the Stairs, The (1991)",3.5
Critico_Equilibrado_099,Extraordinary Tales (2015),3.5
Critico_Equilibrado_099,Panic (2000),3.0
Critico_Equilibrado_099,Old Boy (2003),3.5
Critico_Equilibrado_099,"Mummy, The (1932)",3.5
Critico_Equilibrado_099,"Punisher, The (1989)",3.5
Critico_Equilibrado_099,Maze Runner: Scorch Trials (2015),3.0
Critico_Equilibrado_099,Warcraft (2016),3.0
Critico_Equilibrado_099,Admission (2013),4.0
Critico_Equilibrado_099,Resident Evil: Retribution (2012),3.5
Critico_Equilibrado_099,Audrey Rose (1977),3.0
Critico_Equilibrado_099,"Amityville Curse, The (1990)",2.5
Critico_Equilibrado_099,Pirates of Silicon Valley (1999),3.0
Critico_Equilibrado_099,"Day of the Doctor, The (2013)",4.0
Critico_Equilibrado_100,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),4.0
Critico_Equilibrado_100,Jumanji: Welcome to the Jungle (2017),3.5
Critico_Equilibrado_100,Only Angels Have Wings (1939),3.5
Critico_Equilibrado_100,"Seventh Sign, The (1988)",4.0
Critico_Equilibrado_100,District 9 (2009),3.0
Critico_Equilibrado_100,The Accountant (2016),4.0
Critico_Equilibrado_100,"Perfect Storm, The (2000)",3.5
Critico_Equilibrado_100,Certified Copy (Copie conforme) (2010),3.5
Critico_Equilibrado_100,Stoned (2005),3.0
Critico_Equilibrado_100,"Stolen Children (Ladro di bambini, Il) (1992)",3.5
Critico_Equilibrado_100,Alvarez Kelly (1966),3.0
Critico_Equilibrado_100,Fuck (2005),3.0
Critico_Equilibrado_100,Three Wishes (1995),3.5
Critico_Equilibrado_100,"Last Samurai, The (2003)",3.0
Critico_Equilibrado_100,Youngblood (1986),4.5
Critico_Equilibrado_100,Jump Tomorrow (2001),3.0
Critico_Equilibrado_100,"Affair to Remember, An (1957)",3.5
Critico_Equilibrado_100,Lynne Koplitz: Hormonal Beast (2017),3.5
Critico_Equilibrado_100,Rollercoaster (1977),2.5
Critico_Equilibrado_100,Herbie Goes to Monte Carlo (1977),4.5
Critico_Equilibrado_100,City of Ember (2008),3.0
Critico_Equilibrado_100,Kidnapping Mr. Heineken (2015),3.0
Critico_Equilibrado_100,Just My Luck (2006),3.5
Critico_Equilibrado_100,Mr. Brooks (2007),3.5
Critico_Equilibrado_100,Scenes from a Mall (1991),3.5
Critico_Equilibrado_100,That Obscure Object of Desire (Cet obscur objet du désir) (1977),4.0
Critico_Equilibrado_100,Zulu (1964),3.5
Critico_Equilibrado_100,Snow White and the Seven Dwarfs (1937),3.5
Critico_Equilibrado_100,Step Up 2 the Streets (2008),4.0
Critico_Equilibrado_100,Shut Up & Sing (2006),4.5
